,gameid,blue_top_player,blue_top_champion,blue_jng_player,blue_jng_champion,blue_mid_player,blue_mid_champion,blue_bot_player,blue_bot_champion,blue_sup_player,blue_sup_champion,red_top_player,red_top_champion,red_jng_player,red_jng_champion,red_mid_player,red_mid_champion,red_bot_player,red_bot_champion,red_sup_player,red_sup_champion,top_counter_winrate,mid_counter_winrate,jng_counter_winrate,bot_counter_winrate,sup_counter_winrate,result
460,ESPORTSTMNT01/1436394,0.5714285714285714,0.5170731707317073,0.6129032258064516,0.4817432273262662,0.5416666666666666,0.4267515923566879,0.5517241379310345,0.4442916093535076,0.5294117647058824,0.4940239043824701,0.5365853658536586,0.5254237288135594,0.5277777777777778,0.45883777239709445,0.5277777777777778,0.4641638225255973,0.5365853658536586,0.4640250260688217,0.5277777777777778,0.47761194029850745,0.75,0.4186046511627907,0.4217687074829932,0.3945945945945946,0.6923076923076923,0
461,ESPORTSTMNT03/1413907,0.5,0.5111111111111111,0.4166666666666667,0.4331896551724138,0.43243243243243246,0.5,0.4883720930232558,0.5868055555555556,0.36363636363636365,0.44715447154471544,0.7142857142857143,0.4125874125874126,0.7105263157894737,0.45883777239709445,0.7105263157894737,0.4641638225255973,0.4,0.4640250260688217,0.7037037037037037,0.46774193548387094,0.7272727272727273,0.5483870967741935,0.44,0.5555555555555556,0.42857142857142855,0
462,ESPORTSTMNT01/1421907,1.0,0.4885386819484241,0.7,0.4574314574314574,0.7,0.4267515923566879,1.0,0.4839650145772595,1.0,0.4543010752688172,0.2,0.46741154562383613,0.3333333333333333,0.5129533678756477,0.2,0.48214285714285715,0.2,0.5204991087344029,0.2,0.4797734627831715,0.512,0.4411764705882353,0.4642857142857143,0.5526315789473685,0.49830508474576274,1
463,ESPORTSTMNT02/1294879,0.4230769230769231,0.5103626943005182,0.36666666666666664,0.4954954954954955,0.3333333333333333,0.42487883683360256,0.32142857142857145,0.47530864197530864,0.32142857142857145,0.4946091644204852,0.5555555555555556,0.4840182648401826,0.5882352941176471,0.4886731391585761,0.5555555555555556,0.3984375,0.48,0.4640250260688217,0.5555555555555556,0.44883720930232557,0.5,0.2857142857142857,0.5909090909090909,0.46195652173913043,0.3783783783783784,0
464,ESPORTSTMNT03/1323632,0.42857142857142855,0.5,0.47619047619047616,0.552870090634441,0.42857142857142855,0.4429530201342282,0.47619047619047616,0.4663805436337625,0.4,0.4940239043824701,0.6046511627906976,0.4749498997995992,0.6097560975609756,0.4647058823529412,0.56,0.5073375262054507,0.6097560975609756,0.4728213977566868,0.6046511627906976,0.413447782546495,1.0,1.0,0.6842105263157895,0.4111111111111111,0.42857142857142855,1
465,NA1/3298658192,0.2,0.5103626943005182,0.3333333333333333,0.45164835164835165,0.3333333333333333,0.5925925925925926,0.3333333333333333,0.5681818181818182,0.2,0.39090909090909093,0.16666666666666666,0.5714285714285714,0.18181818181818182,0.5528455284552846,0.25,0.4365079365079365,0.3939393939393939,0.4728213977566868,0.2631578947368421,0.4573170731707317,0.0,0.0,0.6666666666666666,0.4444444444444444,0.6666666666666666,0
466,6008-7439,0.3409090909090909,0.5050505050505051,0.48,0.4331896551724138,0.3409090909090909,0.46808510638297873,0.3695652173913043,0.4547069271758437,0.41935483870967744,0.4946091644204852,0.5897435897435898,0.5058365758754864,0.6122448979591837,0.459915611814346,0.6122448979591837,0.5,0.6122448979591837,0.4424778761061947,0.6122448979591837,0.5411471321695761,0.6111111111111112,0.5384615384615384,0.43137254901960786,0.3333333333333333,0.573170731707317,0
467,ESPORTSTMNT01/1300935,0.6666666666666666,0.45901639344262296,0.5789473684210527,0.5161290322580645,0.5789473684210527,0.42487883683360256,0.7777777777777778,0.4442916093535076,0.6470588235294118,0.4946091644204852,0.7333333333333333,0.4604105571847507,0.7333333333333333,0.459915611814346,0.75,0.4801699716713881,0.7333333333333333,0.487778958554729,0.7333333333333333,0.5411471321695761,0.6111111111111112,0.38095238095238093,0.5576923076923077,0.3954248366013072,0.573170731707317,1
468,ESPORTSTMNT03/1351335,0.5263157894736842,0.4885386819484241,0.5625,0.5009009009009009,0.5666666666666667,0.42487883683360256,0.48148148148148145,0.4442916093535076,0.5,0.4543010752688172,0.17647058823529413,0.4797297297297297,0.17647058823529413,0.45883777239709445,0.15789473684210525,0.4935064935064935,0.3333333333333333,0.4728213977566868,0.17647058823529413,0.4971751412429379,0.4166666666666667,0.44155844155844154,0.5692307692307692,0.4626865671641791,0.5176470588235295,0
469,ESPORTSTMNT03/1414597,0.5882352941176471,0.47058823529411764,0.7142857142857143,0.5161290322580645,0.6428571428571429,0.4426877470355731,0.40476190476190477,0.47530864197530864,0.5294117647058824,0.49852507374631266,0.375,0.47391304347826085,0.36363636363636365,0.45883777239709445,0.18181818181818182,0.42949756888168555,0.375,0.4640250260688217,0.375,0.4797734627831715,0.5,0.3157894736842105,0.4189189189189189,0.46195652173913043,0.6111111111111112,0
470,ESPORTSTMNT06/1390219,0.7945205479452054,0.5144927536231884,0.75,0.5163934426229508,0.75,0.5,0.75,0.5288461538461539,0.7790697674418605,0.5196374622356495,0.5714285714285714,0.4749498997995992,0.75,0.5129533678756477,0.75,0.5781818181818181,0.7,0.4783362218370884,0.7,0.5690376569037657,0.7142857142857143,0.4411764705882353,0.5362318840579711,0.7222222222222222,0.4864864864864865,1
471,ESPORTSTMNT02/1381935,0.6875,0.5103626943005182,0.5454545454545454,0.5009009009009009,0.5161290322580645,0.4954819277108434,0.5454545454545454,0.47530864197530864,0.5238095238095238,0.5136436597110754,0.6538461538461539,0.6,0.59375,0.45883777239709445,0.59375,0.5781818181818181,0.59375,0.5204991087344029,0.59375,0.5044326241134752,1.0,0.4782608695652174,0.5692307692307692,0.4895833333333333,0.5571428571428572,1
472,ESPORTSTMNT06/1270858,0.5714285714285714,0.49206349206349204,0.6,0.45164835164835165,0.45454545454545453,0.5294117647058824,0.625,0.4839650145772595,0.6,0.4543010752688172,0.5833333333333334,0.4604105571847507,0.5,0.459915611814346,0.5,0.5781818181818181,0.6153846153846154,0.5021551724137931,0.5454545454545454,0.4797734627831715,0.3333333333333333,0.0,0.4015748031496063,0.4716981132075472,0.49830508474576274,0
473,ESPORTSTMNT06/1300416,0.6363636363636364,0.44976076555023925,0.8,0.4344262295081967,0.6666666666666666,0.4337606837606838,0.6363636363636364,0.47530864197530864,0.6875,0.4543010752688172,0.68,0.4604105571847507,0.5806451612903226,0.5224586288416075,0.68,0.48214285714285715,0.68,0.5204991087344029,0.7857142857142857,0.4971751412429379,0.47619047619047616,0.46875,0.6111111111111112,0.4895833333333333,0.5176470588235295,1
474,ESPORTSTMNT01/1433880,0.375,0.2857142857142857,0.375,0.47639484978540775,0.375,0.44029850746268656,0.375,0.4442916093535076,0.375,0.4940239043824701,0.6666666666666666,0.5268817204301075,0.5,0.459915611814346,0.5,0.4365079365079365,0.2857142857142857,0.4640250260688217,0.2857142857142857,0.5044326241134752,0.0,0.6666666666666666,0.32142857142857145,0.3945945945945946,0.538961038961039,0
475,NA1/3632332363,0.7945205479452054,0.5103626943005182,0.6666666666666666,0.5163934426229508,0.78125,0.4746268656716418,0.6790123456790124,0.4838709677419355,0.7790697674418605,0.4351145038167939,0.8,0.4840182648401826,0.8,0.5370370370370371,0.4864864864864865,0.4641638225255973,0.8,0.4728213977566868,0.5,0.413447782546495,0.5,0.5714285714285714,0.5,0.5789473684210527,0.36923076923076925,1
476,NA1/3476661352,0.3448275862068966,0.4618973561430793,0.30434782608695654,0.5163934426229508,0.2727272727272727,0.5,0.2727272727272727,0.4547069271758437,0.28125,0.4543010752688172,0.18181818181818182,0.48951048951048953,0.1111111111111111,0.4552238805970149,0.4117647058823529,0.43416370106761565,0.16666666666666666,0.49712643678160917,0.16666666666666666,0.4797734627831715,0.3333333333333333,0.4782608695652174,1.0,0.6,0.49830508474576274,1
477,ESPORTSTMNT03/1335017,0.3125,0.34782608695652173,0.38461538461538464,0.4574314574314574,0.44,0.5,0.40476190476190477,0.4442916093535076,0.38461538461538464,0.4946091644204852,0.7,0.46741154562383613,0.7142857142857143,0.46808510638297873,0.7142857142857143,0.41836734693877553,0.7142857142857143,0.4367469879518072,0.7142857142857143,1.0,0.5,0.5,0.7,0.44680851063829785,1.0,1
