"Round","max.depth","min_child_weight","nrounds","gamma","eta","Value","ks_dev","ks_hold","vars","dev_auc","hold_auc"
41,2,213,250,8,0.0519017946476394,14.6444411468896,27.2053649889832,14.6444411468896,10,0.678915729585246,0.593699471841629
42,6,178,50,50,0.116967995083799,15.0355311536496,23.4492760921153,15.0355311536496,3,0.659485173318898,0.590648684000813
43,7,300,50,47,0.4,16.9355822657499,22.3577286947107,16.9355822657499,2,0.643686745464612,0.60126406269751
44,4,300,50,39,0.4,16.9355822657499,22.3577286947107,16.9355822657499,2,0.643686745464612,0.60126406269751
45,4,270,50,43,0.4,16.9355822657499,22.8213866113919,16.9355822657499,2,0.648785833118728,0.60048309178744
46,7,300,50,8,0.4,16.4013783779328,24.5066553329281,16.4013783779328,10,0.664492375041291,0.603146416931844
47,7,300,125,50,0.0500000000000002,16.4917313811808,21.1739532735064,16.4917313811808,1,0.63659114003416,0.601555346710414
48,5,300,250,40,0.4,16.9355822657499,22.3577286947107,16.9355822657499,2,0.643686745464612,0.60126406269751
49,4,300,50,41,0.0500000000000002,16.4917313811808,21.1739532735064,16.4917313811808,1,0.634435823115955,0.603182690035339
50,6,274,134,38,0.4,16.93558226575,22.1589868820004,16.93558226575,2,0.646672627735129,0.601043126521684
51,6,290,250,46,0.4,16.9355822657499,22.3577286947107,16.9355822657499,2,0.643686745464612,0.60126406269751
52,2,300,250,8,0.0500000000000002,15.3692437057922,23.5662031638317,15.3692437057922,9,0.658157616597978,0.600050012915422
53,2,300,50,20,0.4,14.9567195924222,22.3577286947107,14.9567195924222,2,0.645355299567295,0.601570735299775
54,6,279,50,48,0.4,16.9355822657499,22.3577286947107,16.9355822657499,2,0.643686745464612,0.60126406269751
55,5,279,246,41,0.4,16.9355822657499,22.3577286947107,16.9355822657499,2,0.643686745464612,0.60126406269751
56,5,268,50,39,0.0567690327365968,15.3659461509291,23.3070889414768,15.3659461509291,2,0.653006017810134,0.595721422565168
57,6,300,247,24,0.0500000000000002,16.2902507790473,21.9614902844482,16.2902507790473,2,0.641236853059412,0.601502585832605
58,7,300,50,46,0.0500000000000002,16.4917313811808,21.1739532735064,16.4917313811808,1,0.634435823115955,0.603182690035339
59,3,250,70,8,0.4,15.6195281198991,26.7100430297097,15.6195281198991,10,0.680777463083475,0.593471390963601
60,2,299,141,42,0.4,16.9355822657499,22.3577286947107,16.9355822657499,2,0.643686745464612,0.60126406269751
